S No.,Title,Decisions,Words
6856,Not keen on trading in Nifty; will range between 7600 and 7730: Sandeep Wagle,"{""Nifty"": ""neutral""}",14
6857,Ponzi scheme crackdown in 2014: Sebi orders refund of over Rs 60 thousand crore,"{""Sebi"": ""neutral""}",14
6858,"Put 40% of your capital in a gilt fund: Sandeep J Shah, Sampriti Capital","{""Sampriti Capital"": ""neutral""}",14
6859,RCom may sell 5 per cent to investors in tower unit in pre-IPO deal,"{""RCom"": ""neutral""}",14
6860,"Sebi-DLF case: SAT allows realty major to redeem Rs 1,806 crore worth mutual funds","{""Sebi-DLF"": ""neutral"", ""SAT"": ""neutral""}",14
6861,Sensex rangebound on the first trading day of 2015; top twelve stocks in focus,"{""Sensex"": ""neutral""}",14
6862,"Shareholders of Cover-All Technologies consider a possible merger with Majesco, US subsidiary of Mastek","{""Cover-All Technologies"": ""neutral"", ""Majesco"": ""neutral"", ""Mastek"": ""neutral""}",14
6863,"Stock selection in pharma space requires a bottom-up approach: Taher Badshah, Motilal Oswal AM","{""pharma space"": ""neutral"", ""Motilal Oswal"": ""neutral""}",14
6864,Suggest to wait till ICICI Bank plans to list its insurance arm: Deepak Shenoy,"{""ICICI Bank"": ""neutral""}",14
6865,Timing gold is a fool's errand; it is not correlated to the stock market,"{""gold"": ""neutral"", ""stock market"": ""neutral""}",14
6866,Top 12 value picks to choose from in times of global rout: SBICAP Securities,"{""SBICAP Securities"": ""neutral""}",14
6867,"Ukraine crisis will not affect Indian currency, rupee will remain range bound: Arvind Mayaram","{""rupee"": ""neutral""}",14
6868,"Will markets face stiff resistance now? Nifty may not breach 7,550 in a hurry","{""Nifty"": ""neutral""}",14
6869,"Wives, daughters chip in to rescue listed companies in compliance with Sebi new norm","{""Sebi"": ""neutral""}",14
6870,191-192 is where price of NTPC to come in next few trading sessions: Sandeep Wagle,"{""NTPC"": ""neutral""}",15
6871,"Asset allocation a better strategy for individual investor: Prashant Sharma, Max New York Life Insurance","{""Max New York Life Insurance"": ""neutral""}",15
6872,Bollywood calling: IRFC bonds catch fancy of film stars like Aamir Khan and Akshay Kumar,"{""IRFC bonds"": ""neutral""}",15
6873,"Centre for more power to Sebi; regulator to get power of search, seizure and recovery","{""Sebi"": ""neutral""}",15
6874,Hard to say if the rebound in the markets will sustain or not: Ashwani Gujral,"{""markets"": ""neutral""}",15
6875,Independent director can sit on the board of a maximum of 7 listed companies: SEBI,"{""SEBI"": ""neutral""}",15
6876,"London Metal Exchange to continue with face-to-face bidding, lines up $1.7 mn for technology upgrade","{""London Metal Exchange"": ""neutral""}",15
6877,Malaysia tycoon Ananda Krishnan in talks to take key stake in 1MDB $3-billion IPO: Sources,"{""1MDB"": ""neutral""}",15
6878,"Our portfolio strategy continues to be the same post May 16th: IV Subramaniam, Quantum AMC","{""Quantum AMC"": ""neutral""}",15
6879,"Outlook for auto stocks a mixed bag at the moment: Rajat Rajgarhia, Motilal Oswal Securities","{""Motilal Oswal Securities"": ""neutral""}",15
6880,Policy-makers looking to allow FIs to buy government bonds from sovereign wealth and pension funds,"{""government bonds"": ""neutral""}",15
6881,"RComm could it be the Wockhardt or the UB of 2012: Sangeeta Purushottam, Professional Investor","{""RComm"": ""neutral"", ""Wockhardt"": ""neutral"", ""UB"": ""neutral""}",15
6882,Reforms planned by the government will have a strong bearing on the market: Vinay Khattar,"{""market"": ""neutral""}",15
6883,"Shriram Transport Finance to raise Rs 1k crore via NCDs to meet lending, redemption requirements","{""Shriram Transport Finance"": ""neutral""}",15
6884,"Trying to find where weakness is coming from in financial space:  Jitendra Mehta, Edelweiss","{""Edelweiss"": ""neutral""}",15
6885,Use On Balance Volume & Chaikin Money Flow Index to track price movement in markets,"{""markets"": ""neutral""}",15
6886,ABB stock owners sitting on a lot of cash; money flooding back into counters: Prakash Diwan,"{""ABB"": ""neutral""}",16
6887,AstraZeneca Pharma India to seek shareholders nod for voluntary delisting of equity shares from stock exchanges,"{""AstraZeneca Pharma India"": ""neutral""}",16
6888,Be careful in finding value in bear market as bounce back will not last: Ashwani Gujral,"{""bear market"": ""neutral""}",16
6889,"Bold reforms like labour, land acquisition needed to tackle big issues: Arvind Sanger, Geosphere Capital Management","{""Geosphere Capital Management"": ""neutral""}",16
6890,BSE brokers wary discount broking model among investors; lobbying with SEBI to fix a minimum brokerage,"{""BSE"": ""neutral"", ""SEBI"": ""neutral""}",16
6891,"CLSA sees deeper selloff if Nifty breaks below 7,752; 4 stocks that are likely to outperform","{""CLSA"": ""neutral"", ""Nifty"": ""neutral""}",16
6892,"Core business performance, Reliance Jio launch to set direction for RIL stock going ahead: Amit Khurana","{""Reliance Jio"": ""neutral"", ""RIL"": ""neutral""}",16
6893,"Difficult for markets to scale newer highs in current scenario: Dipan Mehta, Member BSE & NSE","{""BSE"": ""neutral"", ""NSE"": ""neutral""}",16
6894,"Engineering and cap goods companies to benefit if investment cycle in mining, railways happen: Dhiraj Sachdev","{""Engineering and cap goods companies"": ""neutral"", ""mining"": ""neutral"", ""railways"": ""neutral""}",16
6895,"FDI hike in railways, defence to have limited impact on markets: Rajat Rajgarhia, Motilal Oswal Securities","{""railways"": ""neutral"", ""defence"": ""neutral"", ""Motilal Oswal Securities"": ""neutral""}",16
6896,"Government to sell 5 per cent stake in Bhel to LIC; may get Rs 2,046 crore","{""Bhel"": ""neutral"", ""LIC"": ""neutral""}",16
6897,"It will take some time for getting significant interest from FIIs: Vikas Khemani, Edelweiss Securities Ltd","{""Edelweiss Securities Ltd"": ""neutral""}",16
6898,PFC faces a higher rate as it looks to raise Rs 5000 crore via bond placement,"{""PFC"": ""neutral""}",16
6899,Results primer: Investors want some guidance on how Infosys plans to use $5.4 billion cash reserve,"{""Infosys"": ""neutral""}",16
6900,"Sensex @ 28,000 or 35,000; what the biggest hurdle for markets? Here what ET poll found","{""Sensex"": ""neutral"", ""ET"": ""neutral""}",16
6901,Short Bank of India with stoploss of Rs 287 for target of Rs 280: Vijay Bhambwani,"{""Bank of India"": ""neutral""}",16
6902,"Sovereign defaults not unknown in history, but Greece a special case: Saravana Kumar, LIC Nomura MF","{""Greece"": ""neutral"", ""LIC Nomura MF"": ""neutral""}",16
6903,Vadodara-based Manpasand Beverages taps IPO market; to raise Rs 400 crore through fresh issue of shares,"{""Manpasand Beverages"": ""neutral""}",16
6904,"Watch out for spectrum auction and Reliance Jio entry in Telecom space: Parag Thakkar, HDFC Securities","{""Reliance Jio"": ""neutral"", ""Telecom space"": ""neutral"", ""HDFC Securities"": ""neutral""}",16
6905,Bharti Airtel to raise about $415 million through the sale of shares of tower unit Bharti Infratel,"{""Bharti Airtel"": ""neutral"", ""Bharti Infratel"": ""neutral""}",17
6906,"Duncan Fertilisers acquisition wont have a major impact on JP Associates stock: Fayeza Hafizee, Intime Spectrum Securities","{""Duncan Fertilisers"": ""neutral"", ""JP Associates"": ""neutral"", ""Intime Spectrum Securities"": ""neutral""}",17
6907,"IPO of four companies to hit stock markets this month; estimated Rs 1,800 crores to be raised","{""stock markets"": ""neutral""}",17
6908,"It does not make sense to go in for buying in the current environment: Hemang Jani, Sharekhan","{""Sharekhan"": ""neutral""}",17
6909,"National Spot Exchange Ltd  settles Rs 330 crore of Rs 5,500 crore dues in 33 weeks","{""National Spot Exchange Ltd"": ""neutral""}",17
6910,One in 10 chance of a repo rate cut: How to trade Nifty ahead of RBI policy?,"{""Nifty"": ""neutral"", ""RBI"": ""neutral""}",17
6911,Rashtriya Ispat Nigam Limited to go ahead with IPO plan despite damage by Hudhud: CMD P Madhusudan,"{""Rashtriya Ispat Nigam Limited"": ""neutral""}",17
6912,"Thyrocare considering IPO to allow investors to exit; company is being valued at around Rs 1,500 crore","{""Thyrocare"": ""neutral""}",17
6913,Century Textiles & Industries Ltd reports net loss of Rs 4.90 crore in fourth quarter of FY 14,"{""Century Textiles & Industries Ltd"": ""neutral""}",18
6914,Getting coal blocks back key for JSPL stock; a bit higher prices should not matter much: Chintan Mehta,"{""JSPL"": ""neutral""}",18
6915,"Ravi Uppal to join Jindal Steel and Power as MD & CEO from October 1, says Naveen Jindal","{""Jindal Steel and Power"": ""neutral""}",18
6916,"7800 is the worst we can see on Nifty at this stage: Sudip Bandyopadhyay President, Destimoney Securities Pvt Ltd","{""Nifty"": ""neutral"", ""Destimoney Securities Pvt Ltd"": ""neutral""}",19
6917,"Interim Budget 2014: Oil subsidy payments postponed to next fiscal, investors should keep a watch on lowering of subsidies","{""Oil"": ""neutral""}",19
6918,Spot demand lifts zinc futures,"{""zinc"": ""positive""}",5
6919,Yum beats Q3 profit expectations,"{""Yum"": ""positive""}",5
6920,Whirlpool riding on robust figures,"{""Whirlpool"": ""positive""}",5
6921,Speculation over Welspun Gujarat-MSK Projects buy,"{""Welspun Gujarat-MSK Projects"": ""positive""}",6
6922,Like Union Bank: Devang Visaria,"{""Union Bank"": ""positive""}",5
6923,Thermax gains momentum on good results,"{""Thermax"": ""positive""}",6
6924,Thejo Engineering IPO subscribed 1.47 times,"{""Thejo Engineering"": ""positive""}",6
6925,Texmaco can move up: Rajat Bose,"{""Texmaco"": ""positive""}",6
6926,Telenors India performance beats street expectations,"{""Telenors India"": ""positive""}",6
6927,"Sensex rangebound; tech, auto, banks advance","{""tech"": ""positive"", ""auto"": ""positive"", ""banks"": ""positive"", ""Sensex"": ""neutral""}",6
6928,Steelcast net profit up by 36%,"{""Steelcast"": ""positive""}",6
6929,Spices sizzle on bad weather,"{""Spices"": ""positive""}",5
6930,Soybean futures regain on fresh buying,"{""Soybean"": ""positive""}",6
6931,SNB forex reserves up in August,"{""SNB"": ""positive""}",6
6932,Siemens gains as earnings beat estimates,"{""Siemens"": ""positive""}",6
6933,Shrenuj sparkles on expansion buzz,"{""Shrenuj"": ""positive""}",5
6934,Shanghai shares finish at 19-month high,"{""Shanghai shares"": ""positive""}",6
6935,Sesa Sterlite Q1 profit beats expectations,"{""Sesa Sterlite"": ""positive""}",6
6936,"Sebi attachment proceedings cross 1,500-mark","{""Sebi"": ""positive""}",5
6937,Seafood exports up on better demand,"{""Seafood"": ""positive""}",6
6938,Satyam Computer basks in IT glory,"{""Satyam Computer"": ""positive""}",6
6939,RComm volumes are good: Devang Visaria,"{""RComm"": ""positive""}",6
6940,Goldman Sachs upgrades RCOM to neutral,"{""RCOM"": ""positive"", ""Goldman Sachs"": ""neutral""}",6
6941,Railways' earnings up by 12%,"{""Railways"": ""positive""}",5
6942,Off-market divestment boosts PSU share performance,"{""PSU"": ""positive""}",6
6943,Shrinking bond spread to benefit PSUs,"{""PSUs"": ""positive""}",6
6944,Investors cheer Portuguese bank rescue,"{""Portuguese"": ""positive""}",5
6945,Pistachio gains on festive demand,"{""Pistachio"": ""positive""}",5
6946,Pharma stocks that outperformed benchmark indices,"{""Pharma stocks"": ""positive""}",6
6947,Pepper futures rise on spot demand,"{""Pepper"": ""positive""}",6
6948,Pepper futures up on output concerns,"{""Pepper"": ""positive""}",6
6949,Palm oil stock soars,"{""Palm oil"": ""positive""}",4
6950,Street mood lifts Oriental Hotels,"{""Oriental Hotels"": ""positive""}",5
6951,Serum Institute hikes Orchid Chemicals stake,"{""Orchid Chemicals"": ""positive"", ""Serum Institute"": ""neutral""}",6
6952,Long-term target in ONGC is positive,"{""ONGC"": ""positive""}",6
6953,Omnitech charts high growth curve,"{""Omnitech"": ""positive""}",5
6954,Oil-led margin growth begins aiding earnings,"{""Oil-led"": ""positive""}",6
6955,Nouveau Multimedia approve stock-split; stk gains,"{""Nouveau Multimedia"": ""positive""}",6
6956,Near-term outlook seen strong for Nifty,"{""Nifty"": ""positive""}",6
6957,NHPC gains on higher electricity generation,"{""NHPC"": ""positive""}",6
6958,NHAI bond sees record subscription,"{""NHAI"": ""positive""}",5
6959,NBFC space looks attractive: Gaurav Doshi,"{""NBFC"": ""positive""}",6
6960,Narayana Hrudayalaya IPO oversubscribed 8.63 times,"{""Narayana Hrudayalaya"": ""positive""}",6
6961,Nalco reports record turnover in 2012-13,"{""Nalco"": ""positive""}",6
6962,NALCO to pay 18% interim dividend,"{""NALCO"": ""positive""}",6
6963,Mustardseed futures up on increased buying,"{""Mustardseed"": ""positive""}",6
6964,Mustard seed futures up further,"{""Mustard seed "": ""positive""}",5
6965,Mphasis looks positive: Mitesh Thacker,"{""Mphasis"": ""positive""}",5
6966,Monsanto gains on parent's bullish outlook,"{""Monsanto"": ""positive""}",6
6967,Wait and watch Monsanto: Sudip Bandyopadhyay,"{""Monsanto"": ""positive""}",6
6968,Medium sugar advance on better demand,"{""Medium sugar"": ""positive""}",6
6969,Mastek shares touch 12 month high,"{""Mastek"": ""positive""}",6
6970,"As long as foreign flows continue into India, it is likely that the market may remain buoyant: IV Subramaniam, Quantum AMC","{""market"": ""positive"", ""Quantum AMC"": ""neutral""}",21
6971,Manufacturing stuns markets with best show,"{""Manufacturing"": ""positive""}",6
6972,Maize futures gain 2.68 per cent,"{""Maize"": ""positive""}",6
6973,Maize futures rise on spot demand,"{""Maize"": ""positive""}",6
6974,Improving macros add to bullish sentiment,"{""macros"": ""positive""}",6
6975,L&T Finance Q4 net Up 21.8%,"{""L&T Finance"": ""positive""}",6
6976,JSW Energy gains; coal-based plants favoured,"{""JSW Energy"": ""positive""}",6
6977,Jeera futures rise on export demand,"{""Jeera"": ""positive""}",6
6978,"Despite recession, ITDC registers profit","{""ITDC"": ""positive""}",5
6979,Edelweiss maintains Buy on IRB Infrastructure,"{""IRB Infrastructure"": ""positive"", ""Edelweiss"": ""neutral""}",6
6980,Right to buy Infosys: Ambareesh Baliga,"{""Infosys"": ""positive""}",6
6981,Indraprastha Gas gains on government notification,"{""Indraprastha Gas"": ""positive""}",6
6982,iGate stock gallops despite warnings,"{""iGate"": ""positive""}",5
6983,HSIL looks attractive: Avinnash Gorakssakar,"{""HSIL"": ""positive""}",5
6984,RBS maintains 'Buy' on Hindalco,"{""Hindalco"": ""positive"", ""RBS"": ""neutral""}",5
6985,Bofa-ML upgrades Hindalco Industries to 'buy',"{""Hindalco Industries"": ""positive"", ""Bofa-ML"": ""neutral""}",6
6986,Hedge funds thrive on macro bets,"{""Hedge funds"": ""positive""}",6
6987,"Deposit, credit growth lift HDFC Bank","{""HDFC Bank"": ""positive""}",6
6988,Muzaffarnagars Gur industry recovers post-riot,"{""Gur industry"": ""positive""}",5
6989,Guarseed futures gain on speculative buying,"{""Guarseed"": ""positive""}",6
6990,Guarseed futures hit daily upper limit,"{""Guarseed"": ""positive""}",6
6991,Groundnut oil strengthens on seasonal demand,"{""Groundnut oil"": ""positive""}",6
6992,Positive on Grasim: Sonam Udasi,"{""Grasim"": ""positive""}",5
6993,Gold rises before jobs data,"{""Gold"": ""positive""}",5
6994,GCPL shares gain on RBI move,"{""GCPL"": ""positive"", ""RBI"": ""neutral""}",6
6995,Firstsource Solutions Q3 net jumps three-fold,"{""Firstsource Solutions"": ""positive""}",6
6996,Edible oils strengthen on millers buying,"{""Edible oils"": ""positive""}",6
6997,Duncans surges after 50% stake sale,"{""Duncans"": ""positive""}",6
6998,DQE signs licensing deal;stk rallies,"{""DQE"": ""positive""}",5
6999,Nomura retains buy on Dish TV,"{""Dish TV"": ""positive"", ""Nomura"": ""neutral""}",6
7000,Diamond Power July-Sept net jumps 66%,"{""Diamond"": ""positive""}",6
7001,DHFL looks promising: Prakash Diwan,"{""DHFL"": ""positive""}",5
7002,DHFL winning back investors trust,"{""DHFL"": ""positive""}",5
7003,Den demerger talk lifts stock,"{""Den"": ""positive""}",5
7004,Leisure revenue buoys Cox & Kings,"{""Cox & Kings"": ""positive""}",6
7005,Copper recovers on global cues,"{""Copper"": ""positive""}",5
7006,Copper rises 0.22% on spot demand,"{""Copper"": ""positive""}",6
7007,Copper rises 0.94% on global cues,"{""Copper"": ""positive""}",6
7008,Selected commodities moved up,"{""commodities"": ""positive""}",4
7009,Commexes turnover surges 55%,"{""Commexes"": ""positive""}",4
7010,"Cognizant beats St, net zooms 43%","{""Cognizant"": ""positive""}",6
7011,Coal India shares rise almost 5%,"{""Coal India"": ""positive""}",6
7012,Centum Learning gets funds from Mayfield,"{""Centum Learning"": ""positive"", ""Mayfield"": ""neutral""}",6
7013,Invest in Cement stocks: Ashwani Gujral,"{""Cement stocks"": ""positive""}",6
7014,Mid-cap cement stocks back in demand,"{""Mid-cap cement stocks"": ""positive""}",6
7015,Cement companies rally on Holcim-Lafarge merger,"{""Cement companies"": ""positive"", ""Holcim-Lafarge"": ""neutral""}",6
7016,Caustic soda rises on industrial demand,"{""Caustic soda"": ""positive""}",6
7017,Caustic soda rises on tight supply,"{""Caustic soda"": ""positive""}",6
7018,Caustic soda rises on tight supply,"{""Caustic soda"": ""positive""}",6
7019,Castorseed futures recover on short covering,"{""Castorseed"": ""positive""}",6
7020,Castorseed futures rise on fresh buying,"{""Castorseed"": ""positive""}",6
7021,"Dip in capital goods price would make them attractive for longer term: Prakash Diwan, Asit C. Mehta Investment Intermediates Ltd.","{""capital goods"": ""positive"", ""Asit C. Mehta Investment Intermediates Ltd."": ""neutral""}",20
7022,Camlin is an outperformer: Deepak Mohoni,"{""Camlin"": ""positive""}",6
7023,Brokerage stocks looking good: Hemen Kapadia,"{""Brokerage stocks"": ""positive""}",6
7024,BHEL is a buy: Deepak Mohoni,"{""BHEL"": ""positive""}",6
7025,BASF India: New Plant boosts valuation,"{""BASF India"": ""positive""}",6
7026,Base metals strengthen on global cues,"{""Base metals"": ""positive""}",6
7027,Bajaj Finserv pretty attractive: Hemang Jani,"{""Bajaj Finserv"": ""positive""}",6
7028,Ashoka Buildcon shares surge over 15%,"{""Ashoka Buildcon"": ""positive""}",6
7029,Arshiya International in strong uptrend: Ventura,"{""Arshiya International"": ""positive""}",6
7030,Argentina makes $1 billion bond payment,"{""Argentina"": ""positive""}",6
7031,Almond rises on fresh buying,"{""Almond"": ""positive""}",5
7032,Birla Shlokas valuations look expensive,"{""Birla Shlokas"": ""negative""}",5
7033,Bharati Shipyard declared 30% dividend,"{""Bharati Shipyard"": ""negative""}",5
7034,10-yr bond yield rises on profit-taking,"{""10-yr bond"": ""positive""}",6
7035,5 outperformers in today's lacklustre market,"{""market"": ""neutral""}",6
7036,Egypt Suez Canal May revenue rises,"{""Egypt Suez Canal"": ""positive""}",6
7037,Exporters gain on US Fed's optimism,"{""Exporters"": ""positive""}",6
7038,Smaller realty companies outperform bigger names,"{""Smaller realty companies"": ""positive""}",6
7039,Smaller stocks doing well: Ashwani Gujral,"{""Smaller stocks"": ""positive""}",6
7040,World stocks inch towards all-time high,"{""World stocks"": ""positive""}",6
7041,Yen rises on global economy worries,"{""Yen"": ""positive""}",6
7042,"22,715 new all-time closing high for Sensex","{""Sensex"": ""positive""}",7
7043,4900-4930 support level for Nifty: Devang Visaria,"{""Nifty"": ""positive""}",7
7044,Aanjaneya has been rising steadily: Deepak Mohoni,"{""Aanjaneya"": ""positive""}",7
7045,Alembic demerges pharma unit; stock up 15%,"{""Alembic"": ""positive""}",7
7046,Almond futures gain 0.32% on spot demand,"{""Almond"": ""positive""}",7
7047,Alstom investors should wait and watch: Analysts,"{""Alstom"": ""positive""}",7
7048,"Aluminium rises on global cues, spot demand","{""Aluminium"": ""positive""}",7
7049,"Arvind gains on strong business outlook, valuation","{""Arvind"": ""positive""}",7
7050,Asia stocks supported as China factories revive,"{""Asia stocks"": ""positive"", ""China factories"": ""positive""}",7
7051,Asian shares firm after sound US data,"{""Asian shares"": ""positive""}",7
7052,Bata India is a buy: Deepak Mohini,"{""Bata India"": ""positive""}",7
7053,Bhushan Steel rallies; lenders approve loan restructuring,"{""Bhushan Steel"": ""positive""}",7
7054,Bonds up on delayed rate increase speculation,"{""Bonds"": ""positive""}",7
7055,Brent firms above $108 on Ukraine tensions,"{""Brent"": ""positive""}",7
7056,BRFL is a good buy: Sandeep Wagle,"{""BRFL"": ""positive""}",7
7057,Buoyant StanChart helps Europe stocks bounce back,"{""StanChart"": ""positive"", ""Europe stocks"": ""positive""}",7
7058,Castor seed future up on fresh buying,"{""Castor seed"": ""positive""}",7
7059,Castrol India shares surge 9% on bourses,"{""Castrol India"": ""positive""}",7
7060,Cement may attract some buying: Deepak Mohoni,"{""Cement"": ""positive""}",7
7061,Chana futures extend gains on rising demand,"{""Chana"": ""positive""}",7
7062,Chettinad Cement promoters hike stake to 94.48%,"{""Chettinad Cement"": ""positive""}",7
7063,China's yuan edges up on PBOC guidance,"{""yuan"": ""positive""}",7
7064,Cipla: Move to enter biotech looks opportune,"{""Cipla"": ""positive""}",7
7065,City Union Bank H1 PAT rises 13.17%,"{""City Union Bank"": ""positive""}",7
7066,Clariant India a defensive bet: Shahina Mukadam,"{""Clariant India"": ""positive""}",7
7067,Coal India 34% subscribed on Day 1,"{""Coal India"": ""positive""}",7
7068,Cognizant's robust performance vindicates stronger demand scenario,"{""Cognizant"": ""positive""}",7
7069,Commodities may top stocks in futures turnover,"{""Commodities"": ""positive""}",7
7070,Court decision positive on MCX: R Balakrishnan,"{""MCX"": ""positive""}",7
7071,Cummins India surges 7% on Q1 earnings,"{""Cummins India"": ""positive""}",7
7072,Deal more favorable for Sun Pharma shareholders,"{""Sun Pharma"": ""positive""}",7
7073,Decent upside left for IDFC: Prakash Diwan,"{""IDFC"": ""positive""}",7
7074,Decision on Cairn-Vedanta deal today; stock up,"{""Cairn-Vedanta"": ""positive""}",7
7075,Defence stocks: Investors go on the offensive,"{""Defence stocks"": ""positive""}",7
7076,Delta Corp. shares up on resort buy,"{""Delta Corp."": ""positive""}",7
7077,Deutsche Bank upgrades Hindustan Unilever to 'buy',"{""Hindustan Unilever"": ""positive"", ""Deutsche Bank"": ""neutral""}",7
7078,Diageo bid talk props up UK's FTSE,"{""FTSE"": ""positive"", ""Diageo"": ""neutral""}",7
7079,Dish TV's prospects looking bright: Sandip Sabharwal,"{""Dish TV"": ""positive""}",7
7080,Dollar holds firm ahead of Fed meeting,"{""Dollar"": ""positive""}",7
7081,Domestic rubber prices surge above Rs 200/Kg,"{""Domestic rubber"": ""positive""}",7
7082,Earnings preview: Cement biggies earnings belies expectations,"{""Cement"": ""positive""}",7
7083,Edelweiss recommends Buy on Coal India IPO,"{""Coal India"": ""positive"", ""Edelweiss"": ""neutral""}",7
7084,Eros gains ahead of rival Shemaroo's IPO,"{""Eros"": ""positive"", ""Shemaroo"": ""neutral""}",7
7085,EU pain has an upside for India,"{""India"": ""positive"", ""EU"": ""neutral""}",7
7086,Euronext London gets key UK regulatory approval,"{""Euronext London"": ""positive""}",7
7087,Expect big money in midcaps: Vijai Mantri,"{""midcaps"": ""positive""}",7
7088,Extremely bullish on Eicher Motors: Mayuresh Joshi,"{""Eicher Motors"": ""positive""}",7
7089,F&O Tracker: Nifty support likely around 6220-6000,"{""Nifty"": ""neutral""}",7
7090,Festive sales add spark to realty stocks,"{""realty stocks"": ""positive""}",7
7091,Finolex is good investment : Deven Choksey,"{""Finolex"": ""positive""}",7
7092,FIPB okays Reliance Broadcast proposal; stock up,"{""Reliance Broadcast"": ""positive"", ""FIPB"": ""neutral""}",7
7093,Forward Markets Commission frees up commex pricing,"{""commex"": ""positive"", ""Forward Markets Commission"": ""neutral""}",7
7094,Futures segment of NCDEX witnessing steady growth,"{""NCDEX"": ""positive""}",7
7095,Go long on metal space: Ashwani Gujral,"{""metal space"": ""positive""}",7
7096,Gold recovers as Ukraine weighed against rates,"{""Gold"": ""positive""}",7
7097,Gold's intraday surge catches speculators off guard,"{""Gold"": ""positive""}",7
7098,Groundnut oil moves up on retailers demand,"{""Groundnut oil"": ""positive""}",7
7099,Gruh Finance Q1 Net profit up 26%,"{""Gruh Finance"": ""positive""}",7
7100,Guargum futures recover on rising spot demand,"{""Guargum"": ""positive""}",7
7101,HDFC Bank gains; MSCI changes become effective,"{""HDFC Bank"": ""positive""}",7
7102,Hexaware: Higher order inflows step up expectations,"{""Hexaware"": ""positive""}",7
7103,Hindalco gains upto 6% on value buying,"{""Hindalco"": ""positive""}",7
7104,Hold Balkrishna in current scenario: Deepak Mohoni,"{""Balkrishna"": ""positive""}",7
7105,Hot money returns to Pakistan stock market,"{""Pakistan stock market"": ""positive""}",7
7106,ICRA upgrades rating of Thomas Cook India,"{""Thomas Cook India"": ""positive"", ""ICRA"": ""neutral""}",7
7107,Improving US buyer confidence lifts crude oil,"{""crude oil"": ""positive""}",7
7108,"IndiGos Rs 2,500-crore IPO gets Sebi nod","{""IndiGos"": ""positive"", ""Sebi"": ""neutral""}",7
7109,"IndiGo's Rs 3,018-crore IPO three times oversubscribed","{""IndiGo"": ""positive""}",7
7110,"Industrial demand lifts nickel futures, rises 0.72%","{""nickel"": ""positive""}",7
7111,Industrial oils recover in a lacklustre trade,"{""Industrial oils"": ""positive""}",7
7112,"Infosys beats forecast, but analysts still wary","{""Infosys"": ""positive""}",7
7113,Infosys to beat NASSCOM estimate: Sudip Bandyopadhyay,"{""Infosys"": ""positive"", ""NASSCOM"": ""neutral""}",7
7114,Infra stocks a safe bet: Deepak Mohoni,"{""Infra stocks"": ""positive""}",7
7115,Insecticides is a strong stock: Deepak Mohoni,"{""Insecticides"": ""positive""}",7
7116,IRFC raises $500 million via offshore bonds,"{""IRFC"": ""positive"", ""offshore bonds"": ""neutral""}",7
7117,Its a good time to accumulate zinc,"{""zinc"": ""positive""}",7
7118,Its raining good news for turmeric producers,"{""turmeric"": ""positive""}",7
7119,Jeera futures rise 0.40% on export demand,"{""Jeera"": ""positive""}",7
7120,Jefferies upgrades Jubliant Foodworks ahead of results,"{""Jubliant Foodworks"": ""positive"", ""Jefferies"": ""neutral""}",7
7121,"Kajaria Ceramics: A good investment, attractively valued","{""Kajaria Ceramics"": ""positive""}",7
7122,Kim Eng India recommends Buy on HDIL,"{""HDIL"": ""positive"", ""Kim Eng India"": ""neutral""}",7
7123,KPIT Tech rallies on upbeat Q2 numbers,"{""KPIT Tech"": ""positive""}",7
7124,KSK Energy likely to give good returns,"{""KSK Energy"": ""positive""}",7
7125,"Like Orient paper: Harendra Kumar, Elara Capital","{""Orient paper"": ""positive"", ""Elara Capital"": ""neutral""}",7
7126,Lower subsidy burden to boost OMCs growth,"{""OMCs"": ""positive""}",7
7127,"M&M, a strong long-term bet: Avinash Gorakshekar","{""M&M"": ""positive""}",7
7128,Marico hits 52-week high on expansion plans,"{""Marico"": ""positive""}",7
7129,"Midcap pharma, a robust story: Gajendra Nagpal","{""Midcap pharma"": ""positive""}",7
7130,Mid-cap stocks attract fund managers this season,"{""Mid-cap stocks"": ""positive""}",7
7131,Modi effect on Rupee: Forecasters predict appreciation,"{""Rupee"": ""positive""}",7
7132,MOIL net profit marginally up by 2.8%,"{""MOIL"": ""positive""}",7
7133,Natco Pharma rallies on strong Q4FY15 results,"{""Natco Pharma"": ""positive""}",7
7134,NBFCs may outperform strong banks: BP Singh,"{""NBFC"": ""positive"", ""strong banks"": ""negative""}",7
7135,Near term bottoms of Nifty shifting higher,"{""Nifty"": ""positive""}",7
7136,Nickel futures marginally up on spot demand,"{""Nickel"": ""positive""}",7
7137,"Nickel, copper rise on firming global cues","{""Nickel"": ""positive"", ""copper"": ""positive""}",7
7138,Overall IT sector remains compelling: Taher Badshah,"{""IT sector"": ""positive""}",7
7139,"Overseas cues, spot demand lift nickel futures","{""nickel"": ""positive""}",7
7140,Pipavav Defence surges on debt recast plans,"{""Pipavav Defence"": ""positive""}",7
7141,PNB raises Rs 500 crore through bonds,"{""PNB"": ""positive""}",7
7142,Prabhudas Lilladher puts 'accumulate' on KPIT Cummins,"{""KPIT Cummins"": ""positive"", ""Prabhudas Lilladher"": ""neutral""}",7
7143,Prestige Estates Projects Q2 net jumps 70%,"{""Prestige Estates Projects"": ""positive""}",7
7144,Price decline likely to help cardamom export,"{""cardamom"": ""positive""}",7
